uid,name,vendor_name,address,latitude,longitude,city,country,open,close,logo_url,staff,payment_modes,contact_numbers,station_type,postal_code,zone,0,available,capacity,cost_per_unit,power_type,total,type,vehicle_type
STATIC12,GensolCharge Pvt. Ltd.,GensolCharge Pvt. Ltd.,"NDSE Grid, BRPL South Extension",28.568238,77.219666,Delhi,India,00:00:00,23:59:59,,Unstaffed,"Card, E-Wallet, UPI","[""7042406677""]",charging,110001,central-delhi,,,15 kW,,DC,2,BEVC DC 001,['4W']
STATIC14,REIL,REIL,Scada office kalka ji,28.541995,77.260583,Delhi,India,00:00:00,23:59:59,,Unstaffed,E-Wallet,"[""11399999228""]",charging,110001,central-delhi,,,3.3 kW,,AC,3,BEVC AC 001,"['2W', '3W', '4W']"
STATIC15,REIL,REIL,Ashram Chowk Mathura Road,28.571189,77.259806,Delhi,India,00:00:00,23:59:59,,Unstaffed,E-Wallet,"[""9811024398""]",charging,110001,central-delhi,,,15 kW,,DC,2,BEVC DC 001,['4W']
STATIC16,REIL,REIL,Nizamuddin Railway station,28.588991,77.25324,Delhi,India,00:00:00,23:59:59,,Unstaffed,Cash/E-Wallet,"[""9717632007""]",charging,110001,central-delhi,,,15 kW,,DC,4,BEVC DC 001,['4W']
STATIC17,BluSmart,BluSmart,"BSES Bhawan, Nehru Place, New Delhi 110048",28.549427,77.254636,Delhi,India,00:00:00,23:59:59,,Unstaffed,Cash/E-Wallet,"[""7042406677""]",charging,110001,central-delhi,,,15 kW,,DC,1,BEVC DC 001,['4W']
STATIC18,Smart E,Smart E,Uttam Nagar East metro station,28.626722,77.065972,Delhi,India,00:00:00,23:59:59,,Staffed,E-Wallet,"[""9999875122""]",charging,110001,central-delhi,,,3.3 kW,,AC,20,BEVC AC 001,"['2W', '3W', '4W']"
STATIC19,EEE,EEE,"Mukteshwar dham Andheriya bagh,mehrauli",28.510291,77.171653,Delhi,India,00:00:00,23:59:59,,Unstaffed,Cash/E-Wallet,"[""9906090044""]",charging,110001,central-delhi,,,15 kW,,DC,7,BEVC DC 001,['4W']
STATIC19,EEE,EEE,"Mukteshwar dham Andheriya bagh,mehrauli",28.510291,77.171653,Delhi,India,00:00:00,23:59:59,,Unstaffed,Cash/E-Wallet,"[""9906090044""]",charging,110001,central-delhi,,,3.3 kW,,AC,12,BEVC AC 001,"['2W', '3W', '4W']"
STATIC20,BluSmart,BluSmart,"Plot No. 24, Behind Fun & Food Village, Kapashera Estate, Kapashera New Delhi 110097",28.522486,77.089232,Delhi,India,00:00:00,23:59:59,,Staffed,Cash/E-Wallet,"[""9811067012""]",charging,110001,central-delhi,,,3.3 kW,,AC,40,BEVC AC 001,"['2W', '3W', '4W']"
STATIC20,BluSmart,BluSmart,"Plot No. 24, Behind Fun & Food Village, Kapashera Estate, Kapashera New Delhi 110097",28.522486,77.089232,Delhi,India,00:00:00,23:59:59,,Staffed,Cash/E-Wallet,"[""9811067012""]",charging,110001,central-delhi,,,30 kW,,DC,13,BEVC DC 001,['4W']
STATIC28,HPCL,HPCL,"HP Pump, ground floor, Mahipal pur-Gurgoan road NH-8, Mahipal pur, delhi 110037",28.544785,77.121449,Delhi,India,00:00:00,23:59:59,,Staffed,E-Wallet,[],charging,110001,central-delhi,,,15 kW,,DC,1,BEVC DC 001,['4W']
STATIC29,BluSmart,BluSmart,"Multi Level Car Parking, Level 2 , Indira Gandhi International Airport , New Delhi",28.55476,77.08831,Delhi,India,00:00:00,23:59:59,,Staffed,E-Wallet,[],charging,110001,central-delhi,,,3.3 kW,,AC,7,BEVC AC 001,"['2W', '3W', '4W']"
STATIC29,BluSmart,BluSmart,"Multi Level Car Parking, Level 2 , Indira Gandhi International Airport , New Delhi",28.55476,77.08831,Delhi,India,00:00:00,23:59:59,,Staffed,E-Wallet,[],charging,110001,central-delhi,,,20 kW,,DC,2,BEVC DC 001,['4W']
STATIC30,BSES,BSES,"New Delhi Railway Station, Pahar Ganj",28.6453,77.2126,Delhi,India,00:00:00,23:59:59,,Unstaffed,E-wallet,[],charging,110001,central-delhi,,,15 kW,,DC,2,BEVC DC 001,['4W']
STATIC31,BSES,BSES,"New Delhi Railway Station, Ajmeri Gate",28.6427,77.2247,Delhi,India,00:00:00,23:59:59,,Unstaffed,E-wallet,[],charging,110001,central-delhi,,,15 kW,,DC,4,BEVC DC 001,['4W']
STATIC32,BSES,BSES,Anand Vihar Railway Station,28.6471,77.3158,Delhi,India,00:00:00,23:59:59,,Unstaffed,E-wallet,[],charging,110001,central-delhi,,,15 kW,,DC,4,BEVC DC 001,['4W']
STATIC33,BSES,BSES,"KHOSLA CAPITAL SOLUTIONS (P) LTD, Cross River Mall",28.6573,77.3024,Delhi,India,10:00:00,20:00:00,,Staffed,E-wallet,[],charging,110001,central-delhi,,,15 kW,,DC,1,BEVC DC 001,['4W']
STATIC33,BSES,BSES,"KHOSLA CAPITAL SOLUTIONS (P) LTD, Cross River Mall",28.6573,77.3024,Delhi,India,10:00:00,20:00:00,,Staffed,E-wallet,[],charging,110001,central-delhi,,,22 kW,,AC,4,AC Type 2,['4W']
STATIC34,BSES,BSES,"Shakti Kiran Building, Karkardooma",28.6553,77.2979,Delhi,India,00:00:00,23:59:59,,Unstaffed,E-wallet,[],charging,110001,central-delhi,,,15 kW,,DC,1,BEVC DC 001,['4W']
STATIC35,BSES,BSES,"Shakti Kiran Building, Karkardooma",28.6553,77.2979,Delhi,India,00:00:00,23:59:59,,Unstaffed,E-wallet,[],charging,110001,central-delhi,,,22 kW,,AC,1,AC Type 2,['4W']
STATIC36,BSES,BSES,"Shakti Kiran Building, CBD-II Grid, Karkardooma",28.6553,77.2979,Delhi,India,00:00:00,23:59:59,,Unstaffed,E-wallet,[],charging,110001,central-delhi,,,3.3 kW,,AC,3,BEVC AC 001,"['2W', '3W', '4W']"
STATIC37,BSES,BSES,"Shakti Kiran Building, MTNL CBD Grid, Karkardooma",28.6553,77.2979,Delhi,India,00:00:00,23:59:59,,Unstaffed,E-wallet,[],charging,110001,central-delhi,,,3.3 kW,,AC,3,BEVC AC 001,"['2W', '3W', '4W']"
STATIC38,PlugNgo,PlugNgo,"Plug & Go, Near Swati Appt, Narwana Road, Patparganj",28.6215,77.2935,Delhi,India,08:00:00,20:00:00,,Staffed,Online through App (e-wallets),[],charging,110001,central-delhi,,,15 kW,,DC,2,BEVC DC 001,['4W']
STATIC38,PlugNgo,PlugNgo,"Plug & Go, Near Swati Appt, Narwana Road, Patparganj",28.6215,77.2935,Delhi,India,08:00:00,20:00:00,,Staffed,Online through App (e-wallets),[],charging,110001,central-delhi,,,142 kW,,DC,1,CCS2/CHADEMO/TYPE 2 AC,['4W']
STATIC39,TPDDL,TPDDL,"Block B, No. 57, Rama Road, Motinagar",28.660574,77.153253,Delhi,India,00:00:00,23:59:59,,Unstaffed,"Card, E-Wallet, UPI","[""7024474113""]",charging,110001,central-delhi,,,50 kW,,DC,1,CCS/ CHAdeMO,['4W']
STATIC40,TPDDL,TPDDL,KINGSWAY CAMP,28.696585,77.211694,Delhi,India,00:00:00,23:59:59,,Unstaffed,"Card, E-Wallet, UPI","[""7024474113""]",charging,110001,central-delhi,,,15 kW,,DC,1,BEVC DC 001,['4W']
EESL359,EESL,EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110003,central-delhi,,1,15 kW,₹10 per unit,DC,2,DC-001,['4W']
EESL361,EESL,EESL,"NDMC Parking, Prithviraj Market, Prithviraj Ln, New Delhi, Delhi- 110003 ",28.600735,77.226277,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110003,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL363,EESL,EESL,"NDMC Parking, Outside RWA Park, Jor Bagh Market,  Jor Bagh Colony Road, New Delhi- 110003 ",28.588117,77.217564,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110003,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL365,EESL,EESL,"NDMC Parking, Opposite Goel Opticals, Khanna Market, Aliganj, Lodhi Colony, New Delhi- 110003 ",28.580532,77.221048,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110003,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL367,EESL,EESL,"NDMC Parking, Opposite Dory Pharmacy, Khanna Market, Aliganj, Lodhi Colony, New Delhi- 110003 ",28.584365,77.22054,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110003,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL369,EESL,EESL,"NDMC Parking, Sarojini Nagar Market, Sarojini Nagar, New Delhi- 110023 ",28.577259,77.19692,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110023,south-west-delhi,,0,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL371,EESL,EESL,"NDMC Parking, Near Bikanervala, Yashwant Place, Chanakyapuri, New Delhi- 110021 ",28.585298,77.191008,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110021,south-west-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL373,EESL,EESL,"NDMC Parking, Dharma Marg, Block Y, Diplomatic Enclave, Malcha Market, New Delhi- 110021 ",28.601809,77.186432,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110021,south-west-delhi,,2,15 kW,₹10 per unit,DC,2,DC-001,['4W']
EESL375,EESL,EESL,"NDMC Parking, Outside Devinder Collections, Shankar Market, Connaught Place,  New Delhi- 110001 ",28.633733,77.22353,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL377,EESL,EESL,"NDMC Parking, Opposite HDFC Bank, M- Block,  Connaught Place, New Delhi- 110001 ",28.632973,77.222937,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL379,EESL,EESL,"NDMC Parking, Near NDMC Office,  Fire Brigade Lane, Barakhamba,  New Delhi- 110001 ",28.630256,77.225668,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL381,EESL,EESL,"NDMC Parking,  Opposite South Indian Bank, Block E,  RR6, Middle Circle, Connaught Place,  New Delhi- 110001",28.63363,77.221949,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL383,EESL,EESL,"NDMC Parking,  Outside Westend Vedi Tailors, Bock M, Middle Circle, Connaught Place,  New Delhi- 110001 ",28.633867,77.22191,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL385,EESL,EESL,"NDMC Parking,  Outside Oriental Bank, Radial Road No. 7,  Block M, Middle Circe, Connaught Place,  New Delhi- 110001 ",28.600152,77.215762,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL387,EESL,EESL,"NDMC Parking,  Opposite HP Petrol Pump, Block E, RR7, Middle Circle, Connaught Place, New Delhi- 110001 ",28.631584,77.2219,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL389,EESL,EESL,"NDMC Parking,  Near Ferns n Petals, Near BPCL Petrol Pump,  C Block RR5, Connaught Place,  New Delhi- 110001 ",28.634422,77.220852,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,,,,,,,
EESL391,EESL,EESL,"NDMC Parking,  Outside Iqbal Bros.,  G1, Block G, Connaught Place,  New Delhi- 110001 ",28.633841,77.217664,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL393,EESL,EESL,"NDMC Parking,  Near Croma, D Block RR5,  Opposite BPCL Petrol Pump,  Connaught Place, New Delhi- 110001 ",28.634388,77.221038,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL395,EESL,EESL,"NDMC Parking,  Next to PVR Plaza,  H Block RR4, Connaught Place,  New Delhi- 110001 ",28.63491,77.219522,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL397,EESL,EESL,"Outside Bharat Sanchar Bhawan, Ashoke Road, Janpath, New Delhi- 110001	",28.621724,77.219286,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL399,EESL,EESL,"NDMC Parking,  Outside Jain Bhawan,  Shaheed Bhagat Singh Marg, Gole Market,  New Delhi- 110001 ",28.633614,77.207691,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL401,EESL,EESL,"NDMC Parking,  Outside Standard Chartered Bank,  Sardar Patel Bhawan, Sansad Marg,  New Delhi- 110001 ",28.624419,77.213718,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL403,EESL,EESL,"NDMC Parking,  Side of Hotel Claridges,  Tees January Marg,  Dr. APJ Abdul Kalam Road,  New Delhi- 110003 ",28.600234,77.21353,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110003,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL405,EESL,EESL,"NDMC Parking,  Back of Hotel Claridges,  Tees January Marg,  Dr. APJ Abdul Kalam Road,  New Delhi- 110003 ",28.601118,77.213603,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110003,central-delhi,,1,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL420,EESL,EESL,"NDMC Parking,  Gate No. 1, Lodhi Gardens, Lodhi Estate, Lodhi Road,  New Delhi-  110003 ",28.590311,77.220163,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110003,central-delhi,,1,15 kW,₹10 per unit,DC,2,DC-001,['4W']
EESL421,EESL,EESL,"NDMC Parking,  Charak Palika Hospital, C 7 Lane, Moti Bagh 1, Block F, Moti Bagh, New Delhi- 110021 ",28.585367,77.17755,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110021,south-west-delhi,,1,15 kW,₹10 per unit,DC,2,DC-001,['4W']
EESL422,EESL,EESL,"NDMC Parking,  Dilli Haat, West Kidwai Nagar,  New Delhi- 110023 ",28.572793,77.208662,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110023,south-west-delhi,,0,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL422,EESL,EESL,"NDMC Parking,  Dilli Haat, West Kidwai Nagar,  New Delhi- 110023 ",28.572793,77.208662,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110023,south-west-delhi,,1,22 kW,₹19 per unit,DC,2,IEC-62196-T2-COMBO,['4W']
EESL422,EESL,EESL,"NDMC Parking,  Dilli Haat, West Kidwai Nagar,  New Delhi- 110023 ",28.572793,77.208662,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110023,south-west-delhi,,2,26 kW,₹19 per unit,DC,2,CHADEMO,['4W']
EESL422,EESL,EESL,"NDMC Parking,  Dilli Haat, West Kidwai Nagar,  New Delhi- 110023 ",28.572793,77.208662,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110023,south-west-delhi,,2,22 kW,₹19 per unit,AC,2,IEC-62196-T2,['4W']
EESL423,EESL,EESL,"NDMC Parking,  Akashwani Bhawan,  Sansad Marg Road,  New Delhi- 110001 ",28.622656,77.210994,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL424,EESL,EESL,"NDMC Parking,  Talkatora Garden,  President Estate,  New Delhi- 110001 ",28.62204,77.194867,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹10 per unit,DC,2,DC-001,['4W']
EESL426,EESL,EESL,"Palika Maternity Hospital, Block 11, Lodhi Colony, Near Khanna Market, New Delhi 110003",28.583518,77.222057,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110003,central-delhi,,0,15 kW,₹10 per unit,DC,1,DC-001,['4W']
EESL427,EESL,EESL,"PSOI Club, Chanakyapuri, New Delhi 110021",28.586638,77.193352,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110021,south-west-delhi,,1,15 kW,₹9.5 per unit,DC,2,DC-001,['4W']
EESL428,EESL,EESL,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.618177,77.21259,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,2,15 kW,₹9.5 per unit,DC,2,DC-001,['4W']
EESL428,EESL,EESL,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.618177,77.21259,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,4,22 kW,₹19 per unit,AC,4,IEC-62196-T2,['4W']
EESL428,EESL,EESL,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.618177,77.21259,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,4,22 kW,₹19 per unit,DC,4,IEC-62196-T2-COMBO,['4W']
EESL428,EESL,EESL,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.618177,77.21259,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,4,26 kW,₹19 per unit,DC,4,CHADEMO,['4W']
EESL429,EESL,EESL,"Opposite IVORY Mart, F Block, Inner Circle, Connaught Place, New Delhi 110001",28.63388,77.221078,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL430,EESL,EESL,"Near Snow White, Block D, Inner Circle, Connaught Place, New Delhi 110001",28.63388,77.221078,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL431,EESL,EESL,"Outside Van Heusen Showroom, Block C, Inner Circle, Connaught Place, New Delhi 110001",28.634137,77.220382,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL432,EESL,EESL,"Opposite ICICI Bank, Janpath, New Delhi",28.628528,77.21946,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,1,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL433,EESL,EESL,"Near Woodland Showroom, Block B, Inner Circle, Connaught Place, New Delhi 110001",28.634371,77.2195,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL434,EESL,EESL,"Near ICICI Bank/Metro Gate No. 7 & 8, Block A, Inner Circle, Connaught Place, New Delhi 110001",28.63242,77.218068,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL435,EESL,EESL,"Gopal Das Building, Barakhamba Road, Connaught Lane, Barakhamba, New Delhi110001",28.631121,77.221654,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL436,EESL,EESL,"ICCI, FICCI Chowk, Mandi House, Todermal Road Area, Mandi House, New Delhi110001",28.626695,77.231943,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL437,EESL,EESL,"Press Club of India, 1, Raisina Road, Windsor Place, New Delhi110001",28.617517,77.213919,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL438,EESL,EESL,"Near NDMC Office, Palika Kendra, New Delhi- 110001",28.6285,77.217046,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL439,EESL,EESL,"Laxmi Bai Market, Safderjung Flyover, New Delhi",28.577999,77.209521,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,1,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL440,EESL,EESL,"Opposite Fab India, Janpath Rd, Atul Grove Road, Janpath, Connaught Place, New Delhi",28.627546,77.219769,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL443,EESL,EESL,Talkatora Stadium Presidents Estate New Delhi 110004,28.625753,77.19453,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110004,central-delhi,,1,15 kW,₹9.5 per unit,DC,2,DC-001,['4W']
EESL444,EESL,EESL,"Outside UCO Bank, Block H, RR3, Connaught Place, New Delhi",28.63407,77.217683,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110001,central-delhi,,0,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL446,EESL,EESL,"Yashwant Place, Chanakyapuri, New Delhi- 110021",28.585492,77.191634,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110021,south-west-delhi,,0,15 kW,₹9.5 per unit,DC,1,DC-001,['4W']
EESL555,EESL,EESL,"Block N, Greater Kailash I, Greater Kailash, New Delhi, Delhi",28.556678,77.232601,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110048,south-delhi,,0,15 kW,₹10 per unit,DC,2,DC-001,['4W']
EESL555,EESL,EESL,"Block N, Greater Kailash I, Greater Kailash, New Delhi, Delhi",28.556678,77.232601,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110048,south-delhi,,2,22 kW,₹19 per unit,AC,2,IEC-62196-T2,['4W']
EESL555,EESL,EESL,"Block N, Greater Kailash I, Greater Kailash, New Delhi, Delhi",28.556678,77.232601,New Delhi,India,00:00:00,23:59:59,https://ev.delhitransport.in/static/logo/eesl.png,Unstaffed,"E-wallet, cash","[""7906001402""]",charging,110048,south-delhi,,2,22 kW,₹19 per unit,DC,2,IEC-62196-T2-COMBO,['4W']
